objectid,labid,sampleid,sizefraction,pickingprep,comments,time,magnification
802,LabCC,LabCC_SD_2,250-500 um,Dry,Please note that we used a 250 sieve instead of a 212 sieve; Magnification ranged from 40X - 100x,0.5,40.0
803,LabCC,LabCC_SD_2,>500 um,Dry,Magnification ranged from 40X - 100x,0.5,40.0
804,LabCC,LabCC_SD_3,20-250 um,Dry,Please note that we used a 250 sieve instead of a 212 sieve; Magnification ranged from 40X - 100x,1.0,40.0
805,LabCC,LabCC_SD_3,250-500 um,Dry,Please note that we used a 250 sieve instead of a 212 sieve; Magnification ranged from 40X - 100x,0.5,40.0
806,LabCC,LabCC_SD_3,>500 um,Dry,Magnification ranged from 40X - 100x,0.5,40.0
807,LabCC,LabCC_SD_4,20-250 um,Dry,Please note that we used a 250 sieve instead of a 212 sieve; Magnification ranged from 40X - 100x,1.0,40.0
808,LabCC,LabCC_SD_4,250-500 um,Dry,Please note that we used a 250 sieve instead of a 212 sieve; Magnification ranged from 40X - 100x,0.5,40.0
809,LabCC,LabCC_SD_4,>500 um,Dry,Magnification ranged from 40X - 100x,0.5,40.0
810,LabCC,LabCC_FT_1,>500 um,Dry,Please note that we used a 250 sieve instead of a 212 sieve; Magnification ranged from 25X - 100x,0.6,40.0
811,LabCC,LabCC_FT_1,250-500 um,Dry,Magnification ranged from 25X - 100x,0.6,40.0
812,LabCC,LabCC_FT_2,>500 um,Dry,Please note that we used a 250 sieve instead of a 212 sieve; Magnification ranged from 25X - 100x,0.6,40.0
813,LabCC,LabCC_FT_2,250-500 um,Dry,Magnification ranged from 25X - 100x,0.6,40.0
814,LabCC,LabCC_FT_3,>500 um,Dry,Please note that we used a 250 sieve instead of a 212 sieve; Magnification ranged from 25X - 100x,0.6,40.0
815,LabCC,LabCC_FT_3,250-500 um,Dry,Magnification ranged from 25X - 100x,0.6,40.0
816,LabCC,LabCC_FT_4,>500 um,Dry,Please note that we used a 250 sieve instead of a 212 sieve; Magnification ranged from 25X - 100x,0.6,40.0
817,LabCC,LabCC_FT_4,250-500 um,Dry,Magnification ranged from 25X - 100x,0.6,40.0
818,LabCC,LabCC_FT_1,20-250 um,Dry,Magnification ranged from 25X - 100x,0.6,40.0
819,LabCC,LabCC_FT_1,10-20 um,Dry,Magnification ranged from 25X - 100x,0.6,40.0
820,LabCC,LabCC_FT_1,1-10 um,Dry,Magnification ranged from 25X - 100x,0.6,40.0
821,LabCC,LabCC_FT_2,20-250 um,Dry,Magnification ranged from 25X - 100x,0.6,40.0
822,LabCC,LabCC_FT_2,10-20 um,Dry,Magnification ranged from 25X - 100x,0.6,40.0
823,LabCC,LabCC_FT_2,1-10 um,Dry,Magnification ranged from 25X - 100x,0.6,40.0
824,LabCC,LabCC_FT_3,20-250 um,Dry,Magnification ranged from 25X - 100x,0.6,40.0
825,LabCC,LabCC_FT_3,10-20 um,Dry,Magnification ranged from 25X - 100x,0.6,40.0
826,LabCC,LabCC_FT_3,1-10 um,Dry,Magnification ranged from 25X - 100x,0.6,40.0
827,LabCC,LabCC_FT_4,20-250 um,Dry,Magnification ranged from 25X - 100x,0.6,40.0
828,LabCC,LabCC_FT_4,10-20 um,Dry,Magnification ranged from 25X - 100x,0.6,40.0
829,LabCC,LabCC_FT_4,1-10 um,Dry,Magnification ranged from 25X - 100x,0.6,40.0
830,LabR,LabR_SD_5,250-1000 um-1p3,Dry,,1.0,1.5
831,LabR,LabR_SD_5,250-1000 um-1p5,Dry,,1.0,1.5
832,LabR,LabR_SD_5,45-250 um-1p3,Dry,,1.0,2.0
833,LabR,LabR_SD_5,45-250 um-1p5,Dry,,1.0,2.0
834,LabR,LabR_SD_6,250-1000 um-1p3,Dry,,1.0,1.5
835,LabR,LabR_SD_6,250-1000 um-1p5,Dry,,1.0,1.5
836,LabR,LabR_SD_6,45-250 um-1p3,Dry,,1.0,2.0
837,LabR,LabR_SD_6,45-250 um-1p5,Dry,,1.0,2.0
838,LabR,LabR_SD_7,250-1000 um-1p3,Dry,,1.0,1.5
839,LabR,LabR_SD_7,250-1000 um-1p5,Dry,,1.0,1.5
840,LabR,LabR_SD_7,45-250 um-1p3,Dry,,1.0,2.0
841,LabR,LabR_SD_7,45-250 um-1p5,Dry,,1.0,2.0
842,LabR,LabR_SD_8,250-1000 um-1p3,Dry,,1.0,1.5
843,LabR,LabR_SD_8,250-1000 um-1p5,Dry,,1.0,1.5
844,LabR,LabR_SD_8,45-250 um-1p3,Dry,,1.0,2.0
845,LabR,LabR_SD_8,45-250 um-1p5,Dry,,1.0,2.0
846,LabD,LabD_SD_5,250-1000 um-1p3,Dry,,4.45,2.0
847,LabD,LabD_SD_5,250-1000 um-1p5,Dry,,2.25,2.0
848,LabD,LabD_SD_6,250-1000 um-1p3,Dry,,3.85,2.0
849,LabD,LabD_SD_6,250-1000 um-1p5,Dry,,3.0,2.0
850,LabD,LabD_SD_7,250-1000 um-1p3,Dry,,1.25,2.0
851,LabD,LabD_SD_7,250-1000 um-1p5,Dry,,2.0,2.0
852,LabD,LabD_SD_8,250-1000 um-1p3,Dry,,1.0,2.0
853,LabD,LabD_SD_8,250-1000 um-1p5,Dry,,0.5,2.0
854,LabL,LabL_DW_1,>500 um,Wet,"0,5 for DW_1_>500 to DW_125-250",0.5,20.0
855,LabL,LabL_DW_1,250-500 um,Wet,"0,5 for DW_1_>500 to DW_125-251",0.5,20.0
856,LabL,LabL_DW_1,125-250 um,Wet,"0,5 for DW_1_>500 to DW_125-252",0.5,20.0
857,LabL,LabL_DW_2,>500 um,Wet,,0.5,20.0
858,LabL,LabL_DW_2,250-500 um,Wet,,0.5,20.0
859,LabL,LabL_DW_2,125-250 um,Wet,,0.25,20.0
860,LabL,LabL_DW_3,>500 um,Wet,five min or less,0.1,20.0
861,LabL,LabL_DW_3,250-500 um,Wet,,0.15,20.0
862,LabL,LabL_DW_3,125-250 um,Wet,,0.5,20.0
863,LabL,LabL_DW_4,>500 um,Wet,five min or less,0.01,20.0
864,LabL,LabL_SD_1,>500 um,Wet,,0.25,20.0
865,LabL,LabL_SD_1,250-500 um,Wet,,0.5,20.0
866,LabL,LabL_SD_1,125-250 um,Wet,,0.0,20.0
867,LabL,LabL_SD_2,>500 um,Wet,,0.25,20.0
868,LabL,LabL_SD_2,250-500 um,Wet,,0.75,20.0
869,LabL,LabL_SD_2,125-250 um,Wet,,0.25,20.0
870,LabL,LabL_SD_3,>500 um,Wet,,0.5,20.0
871,LabL,LabL_SD_3,250-500 um,Wet,,0.75,20.0
872,LabL,LabL_SD_3,125-250 um,Wet,,0.5,20.0
873,LabL,LabL_FT_1,212-500 um,Wet,"2,5 h for both FT_1_>212 to FT_1_20-212",2.5,20.0
874,LabL,LabL_FT_1,20-212 um,Wet,"2,5 h for both FT_1_>212 to FT_1_20-212",2.5,20.0
875,LabL,LabL_FT_2,212-500 um,Wet,,0.99,20.0
876,LabL,LabL_FT_2,20-212 um,Wet,five min or less,0.01,20.0
877,LabL,LabL_FT_3,212-500 um,Wet,,1.0,20.0
878,LabL,LabL_FT_3,20-212 um,Wet,,1.0,20.0
879,LabL,LabL_FT_4,212-500 um,Wet,,0.25,20.0
880,LabJJ,LabJJ_FT_1,>500 um,Dry,Pictures were taken at varying magnifications.,3.0,20.0
881,LabJJ,LabJJ_FT_1,212-500 um,Dry,Pictures were taken at varying magnifications.,3.0,20.0
882,LabJJ,LabJJ_FT_1,20-212 um,Dry,Pictures were taken at varying magnifications.,3.0,20.0
883,LabJJ,LabJJ_FT_2,>500 um,Dry,Pictures were taken at varying magnifications.,2.0,20.0
884,LabJJ,LabJJ_FT_2,212-500 um,Dry,Pictures were taken at varying magnifications.,2.0,20.0
885,LabJJ,LabJJ_FT_2,20-212 um,Dry,Pictures were taken at varying magnifications.,3.0,20.0
886,LabJJ,LabJJ_FT_3,>500 um,Dry,Pictures were taken at varying magnifications.,2.0,20.0
887,LabJJ,LabJJ_FT_3,212-500 um,Dry,Pictures were taken at varying magnifications.,3.0,20.0
888,LabJJ,LabJJ_FT_3,20-212 um,Dry,Pictures were taken at varying magnifications.,2.0,20.0
889,LabJJ,LabJJ_FT_4,>500 um,Dry,Pictures were taken at varying magnifications.,2.0,20.0
890,LabJJ,LabJJ_FT_4,212-500 um,Dry,Pictures were taken at varying magnifications.,1.0,20.0
891,LabJJ,LabJJ_FT_4,20-212 um,Dry,Pictures were taken at varying magnifications.,2.0,20.0
892,LabL,LabL_SD_5,>500 um,Wet,,0.25,2.0
893,LabL,LabL_SD_5,250-500 um,Wet,,0.5,2.0
894,LabL,LabL_SD_5,125-250 um,Wet,,0.5,2.0
895,LabL,LabL_SD_6,>500 um,Wet,,0.25,2.0
896,LabL,LabL_SD_6,250-500 um,Wet,,0.5,2.0
897,LabL,LabL_SD_6,125-250 um,Wet,,0.5,2.0
898,LabL,LabL_SD_7,>500 um,Wet,,0.25,2.0
899,LabL,LabL_SD_7,250-500 um,Wet,,0.5,2.0
900,LabL,LabL_SD_7,125-250 um,Wet,,0.5,2.0
901,LabL,LabL_FT_5,>500 um,Wet,,0.25,2.0
902,LabL,LabL_FT_5,250-500 um,Wet,,0.25,2.0
903,LabL,LabL_FT_5,20-250 um,Wet,,0.25,2.0
904,LabL,LabL_FT_6,>500 um,Wet,,0.25,2.0
905,LabL,LabL_FT_6,250-500 um,Wet,,0.25,2.0
906,LabL,LabL_FT_6,20-250 um,Wet,,0.5,2.0
907,LabL,LabL_FT_7,>500 um,Wet,,0.25,2.0
908,LabL,LabL_FT_7,250-500 um,Wet,,0.25,2.0
909,LabL,LabL_FT_7,20-250 um,Wet,,0.5,2.0
910,LabL,LabL_FT_8,>500 um,Wet,five min or less,0.1,2.0
911,LabL,LabL_FT_8,250-500 um,Wet,five min or less,0.1,2.0
912,LabL,LabL_FT_8,20-250 um,Wet,five min or less,0.1,2.0
913,LabL,LabL_FT_9,>500 um,Wet,,0.25,2.0
914,LabL,LabL_FT_9,250-500 um,Wet,,0.25,2.0
915,LabL,LabL_FT_9,20-250 um,Wet,,0.25,2.0
916,LabL,LabL_FT_10,>500 um,Wet,,0.25,2.0
917,LabL,LabL_FT_10,250-500 um,Wet,,0.25,2.0
918,LabL,LabL_FT_10,20-250 um,Wet,,0.5,2.0
919,LabL,LabL_FT_11,>500 um,Wet,,0.25,2.0
920,LabL,LabL_FT_11,250-500 um,Wet,five min or less,0.1,2.0
921,LabL,LabL_FT_11,20-250 um,Wet,,0.25,2.0
922,LabL,LabL_FT_12,>500 um,Wet,five min or less,0.1,2.0
923,LabL,LabL_FT_12,250-500 um,Wet,five min or less,0.1,2.0
924,LabL,LabL_FT_12,20-250 um,Wet,five min or less,0.1,2.0
925,LabNN,LabNN_CW_1,1-250 um,Dry,No camera attachment,2.0,4.0
926,LabNN,LabNN_CW_1,250-710 um,Dry,No camera attachment,1.5,3.0
927,LabNN,LabNN_CW_1,>710 um,Dry,No camera attachment,1.5,1.5
928,LabNN,LabNN_CW_2,1-250 um,Dry,No camera attachment,2.0,4.0
929,LabNN,LabNN_CW_2,250-710 um,Dry,No camera attachment,1.5,3.0
930,LabNN,LabNN_CW_2,>710 um,Dry,No camera attachment,1.5,1.5
931,LabNN,LabNN_CW_3,1-250 um,Dry,No camera attachment,2.0,4.0
932,LabNN,LabNN_CW_3,250-710 um,Dry,No camera attachment,1.5,3.0
933,LabNN,LabNN_CW_3,>710 um,Dry,No camera attachment,1.5,1.5
934,LabNN,LabNN_CW_4,1-250 um,Dry,No camera attachment,2.0,4.0
935,LabNN,LabNN_CW_4,250-710 um,Dry,No camera attachment,1.5,3.0
936,LabNN,LabNN_CW_4,>710 um,Dry,No camera attachment,1.5,1.5
937,LabNN,LabNN_SD_1,1-250 um,Dry,No camera attachment,2.0,4.0
938,LabNN,LabNN_SD_1,250-710 um,Dry,No camera attachment,1.5,3.0
939,LabNN,LabNN_SD_1,>710 um,Dry,No camera attachment,1.5,1.5
940,LabNN,LabNN_SD_2,1-250 um,Dry,No camera attachment,2.0,4.0
941,LabNN,LabNN_SD_2,250-710 um,Dry,No camera attachment,1.5,3.0
942,LabNN,LabNN_SD_2,>710 um,Dry,No camera attachment,1.5,1.5
943,LabNN,LabNN_SD_3,1-250 um,Dry,No camera attachment,2.0,4.0
944,LabNN,LabNN_SD_3,250-710 um,Dry,No camera attachment,1.5,3.0
945,LabNN,LabNN_SD_3,>710 um,Dry,No camera attachment,1.5,1.5
946,LabNN,LabNN_SD_4,1-250 um,Dry,No camera attachment,2.0,4.0
947,LabNN,LabNN_SD_4,250-710 um,Dry,No camera attachment,1.5,3.0
948,LabNN,LabNN_SD_4,>710 um,Dry,No camera attachment,1.5,1.5
