objectid,labid,sampleid,sievemeshsize,sievediameter,filtertype,filterporesize,filterdiameter,filterholder,kohdigestiontemp,wpodigestions,samplestorage,time,comments,b1separationtime,b2separationtime,kohdigestiontime,matrix,sizefraction
568,LabD,LabD_SD_3,212,8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",24.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,24.0,-88.0,SD,20-212 um
569,LabD,LabD_SD_3,"212, 500",8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",24.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,24.0,-88.0,SD,212-500 um
5,LabA,LabA_CW_3,500,47 mm,Anodisc,18,25,Stainless steel + Glass,-88.0,-88,">500 on stainless steel storage chambers in petri dishes, dry, < 500 on Anodisc in petri dishes, dry)",0.4,,-88.0,-88.0,-88.0,CW,18-500 um
6,LabA,LabA_CW_4,500,47 mm,Anodisc,18,25,Stainless steel + Glass,-88.0,-88,">500 on stainless steel storage chambers in petri dishes, dry, < 500 on Anodisc in petri dishes, dry)",0.4,,-88.0,-88.0,-88.0,CW,18-500 um
570,LabD,LabD_SD_3,500,8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",24.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,24.0,-88.0,SD,>500 um
571,LabD,LabD_SD_4,212,8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",23.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,24.0,-88.0,SD,20-212 um
725,LabQ,LabQ_DW_5,212,3 inches,PCTE,20,47,Glass,-88.0,3,"on filters, dry",54.2,,-88.0,-88.0,-88.0,DW,212-500 um
726,LabQ,LabQ_DW_5,500,3 inches,PCTE,20,47,Glass,-88.0,3,"on filters, dry",54.2,,-88.0,-88.0,-88.0,DW,>500 um
727,LabQ,LabQ_DW_6,212,3 inches,PCTE,20,47,Glass,-88.0,3,"on filters, dry",54.2,,-88.0,-88.0,-88.0,DW,212-500 um
728,LabQ,LabQ_DW_6,500,3 inches,PCTE,20,47,Glass,-88.0,3,"on filters, dry",54.2,,-88.0,-88.0,-88.0,DW,>500 um
729,LabQ,LabQ_DW_7,212,3 inches,PCTE,20,47,Glass,-88.0,3,"on filters, dry",54.2,,-88.0,-88.0,-88.0,DW,212-500 um
730,LabQ,LabQ_DW_7,500,3 inches,PCTE,20,47,Glass,-88.0,3,"on filters, dry",54.2,,-88.0,-88.0,-88.0,DW,>500 um
731,LabQ,LabQ_DW_8,212,3 inches,PCTE,20,47,Glass,-88.0,3,"on filters, dry",54.2,,-88.0,-88.0,-88.0,DW,212-500 um
732,LabQ,LabQ_DW_8,500,3 inches,PCTE,20,47,Glass,-88.0,3,"on filters, dry",54.2,,-88.0,-88.0,-88.0,DW,>500 um
331,LabX,LabX_CW_1,212,203,stainless steel,20,203,stainless steel,-88.0,-88,25,7.0,,1.0,-88.0,-88.0,CW,>500 um
332,LabX,LabX_CW_1,20,47,nylon,20,47,glass,-88.0,-88,25,14.0,,1.0,-88.0,-88.0,CW,212-500 um
330,LabX,LabX_CW_1,500,203,stainless steel,20,203,stainless steel,-88.0,-88,25,7.0,,1.0,-88.0,-88.0,CW,1-20 um
336,LabX,LabX_CW_2,20,47,nylon,20,47,glass,-88.0,-88,25,18.0,,10.0,-88.0,-88.0,CW,212-500 um
334,LabX,LabX_CW_2,500,203,stainless steel,20,203,stainless steel,-88.0,-88,25,7.0,,1.0,-88.0,-88.0,CW,1-20 um
342,LabX,LabX_CW_4,500,203,stainless steel,20,203,stainless steel,-88.0,-88,25,49.0,,1.0,-88.0,-88.0,CW,1-20 um
340,LabX,LabX_CW_3,20,47,nylon,20,47,glass,-88.0,-88,25,31.0,,5.0,-88.0,-88.0,CW,212-500 um
339,LabX,LabX_CW_3,212,203,stainless steel,20,203,stainless steel,-88.0,-88,25,31.0,,1.0,-88.0,-88.0,CW,>500 um
338,LabX,LabX_CW_3,500,203,stainless steel,20,203,stainless steel,-88.0,-88,25,31.0,,1.0,-88.0,-88.0,CW,1-20 um
572,LabD,LabD_SD_4,"212, 500",8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",23.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,24.0,-88.0,SD,212-500 um
573,LabD,LabD_SD_4,500,8 inches,polycarbonate,20,47,Stainless steel,-88.0,-88,"on filters, dry",23.0,Oxidized at 60C for 2 hours with 30% H2O2,2.0,24.0,-88.0,SD,>500 um
664,LabRR,LabRR_DW_2,500,200 mm,NA,-88,-88,NA,0.0,Digested 1 time with Fenton's reagent,dry,36.0,"Sample seemed to be digested OK after round 1, so particles were picked immediatly. The 212-500µm fraction was found to contain soft/brittle, suety residue, which may be undigested material.",0.0,0.0,0.0,DW,>500 um
665,LabRR,LabRR_DW_2,212,200 mm,NA,-88,-88,NA,0.0,Digested 1 time with Fenton's reagent,dry,36.0,"Sample seemed to be digested OK after round 1, so particles were picked immediatly. The 212-500µm fraction was found to contain soft/brittle, suety residue, which may be undigested material.",0.0,0.0,0.0,DW,212-500 um
668,LabR,LabR_SD_1,500,3.5 inches,polycarbonate,20,44,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,>500 um
669,LabR,LabR_SD_1,212,3.5 inches,polycarbonate,20,44,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,212-500 um
670,LabR,LabR_SD_1,212,3.5 inches,polycarbonate,20,44,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,20-212 um
671,LabR,LabR_SD_1,212,3.5 inches,polycarbonate,1,44,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,1-20 um
672,LabR,LabR_SD_2,500,3.5 inches,polycarbonate,20,44,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,>500 um
673,LabR,LabR_SD_2,212,3.5 inches,polycarbonate,20,44,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,212-500 um
674,LabR,LabR_SD_2,212,3.5 inches,polycarbonate,20,44,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,20-212 um
574,LabT,LabT_CW_009,500,8,glass fiber,1,25,Glass,0.0,NA,"on filters, dry",0.15,,0.0,0.0,0.0,CW,>500 um
575,LabT,LabT_CW_009,212,8,glassfiber,1,25,Glass,0.0,NA,"on filters, dry",0.15,,0.0,0.0,0.0,CW,212-500 um
576,LabT,LabT_CW_009,45,8,glass fiber,1,25,Glass,0.0,NA,"on filters, dry",0.15,,0.0,0.0,0.0,CW,45-212 um
577,LabT,LabT_CW_009,1,NA,glass fiber,1,47,Glass,0.0,NA,"on filters, dry",1.0,multiple filters,0.0,0.0,0.0,CW,1-45 um
578,LabT,LabT_CW_010,500,8,glass fiber,1,25,Glass,0.0,NA,"on filters, dry",0.15,,0.0,0.0,0.0,CW,>500 um
579,LabT,LabT_CW_010,212,8,glass fiber,1,25,Glass,0.0,NA,"on filters, dry",0.15,,0.0,0.0,0.0,CW,212-500 um
580,LabT,LabT_CW_010,45,8,glass fiber,1,25,Glass,0.0,NA,"on filters, dry",0.15,,0.0,0.0,0.0,CW,45-212 um
581,LabT,LabT_CW_010,1,NA,glass fiber,1,47,Glass,0.0,NA,"on filters, dry",1.0,,0.0,0.0,0.0,CW,1-45 um
582,LabT,LabT_CW_011,500,8,glass fiber,1,25,Glass,0.0,NA,"on filters, dry",0.15,,0.0,0.0,0.0,CW,>500 um
583,LabT,LabT_CW_011,212,8,glass fiber,1,25,Glass,0.0,NA,"on filters, dry",0.15,,0.0,0.0,0.0,CW,212-500 um
584,LabT,LabT_CW_011,45,8,glass fiber,1,25,Glass,0.0,NA,"on filters, dry",0.15,,0.0,0.0,0.0,CW,45-212 um
585,LabT,LabT_CW_011,1,NA,glass fiber,1,47,Glass,0.0,NA,"on filters, dry",1.0,multiple filters,0.0,0.0,0.0,CW,1-45 um
586,LabT,LabT_CW_012,500,8,glass fiber,1,25,Glass,0.0,NA,"on filters, dry",0.1,,0.0,0.0,0.0,CW,>500 um
587,LabT,LabT_CW_012,212,8,glass fiber,1,25,Glass,0.0,NA,"on filters, dry",0.1,,0.0,0.0,0.0,CW,212-500 um
588,LabT,LabT_CW_012,45,8,glass fiber,1,25,Glass,0.0,NA,"on filters, dry",0.1,,0.0,0.0,0.0,CW,45-212 um
470,LabF,LabF_CW_1,212,3.94,"Stainless steel (20¬µm), Silver membrane (1,2¬µm)",20,25,Glass,0.0,0,"on filters, dry",0.75,,0.0,0.0,0.0,CW,212-500 um
471,LabF,LabF_CW_2,212,3.94,"Stainless steel (20¬µm), Silver membrane (1,2¬µm)",20,25,Glass,0.0,0,"on filters, dry",0.75,,0.0,0.0,0.0,CW,212-500 um
472,LabF,LabF_CW_3,212,3.94,"Stainless steel (20¬µm), Silver membrane (1,2¬µm)",20,25,Glass,0.0,0,"on filters, dry",0.75,,0.0,0.0,0.0,CW,212-500 um
473,LabF,LabF_CW_4,212,3.94,"Stainless steel (20¬µm), Silver membrane (1,2¬µm)",20,25,Glass,0.0,0,"on filters, dry",0.75,,0.0,0.0,0.0,CW,212-500 um
474,LabF,LabF_CW_1,212,3.94,"Stainless steel (20¬µm), Silver membrane (1,2¬µm)",20,25,Glass,0.0,0,"on filters, dry",1.5,,0.0,0.0,0.0,CW,20-212 um
475,LabF,LabF_CW_2,212,3.94,"Stainless steel (20¬µm), Silver membrane (1,2¬µm)",20,25,Glass,0.0,0,"on filters, dry",1.5,,0.0,0.0,0.0,CW,20-212 um
476,LabF,LabF_CW_3,212,3.94,"Stainless steel (20¬µm), Silver membrane (1,2¬µm)",20,25,Glass,0.0,0,"on filters, dry",1.5,,0.0,0.0,0.0,CW,20-212 um
477,LabF,LabF_CW_4,212,3.94,"Stainless steel (20¬µm), Silver membrane (1,2¬µm)",20,25,Glass,0.0,0,"on filters, dry",1.5,,0.0,0.0,0.0,CW,20-212 um
478,LabF,LabF_CW_1,212,3.94,"Stainless steel (20¬µm), Silver membrane (1,2¬µm)",1,25,Glass,0.0,0,"on filters, dry",0.5,Last filtration step (1.2¬µm) responsible for most of the processing time.,0.0,0.0,0.0,CW,1-20 um
479,LabF,LabF_CW_2,212,3.94,"Stainless steel (20¬µm), Silver membrane (1,2¬µm)",1,25,Glass,0.0,0,"on filters, dry",0.5,Last filtration step (1.2¬µm) responsible for most of the processing time.,0.0,0.0,0.0,CW,1-20 um
480,LabF,LabF_CW_3,212,3.94,"Stainless steel (20¬µm), Silver membrane (1,2¬µm)",1,25,Glass,0.0,0,"on filters, dry",0.5,Last filtration step (1.2¬µm) responsible for most of the processing time.,0.0,0.0,0.0,CW,1-20 um
481,LabF,LabF_CW_4,212,3.94,"Stainless steel (20¬µm), Silver membrane (1,2¬µm)",1,25,Glass,0.0,0,"on filters, dry",0.5,Last filtration step (1.2¬µm) responsible for most of the processing time.,0.0,0.0,0.0,CW,1-20 um
482,LabQ,LabQ_CW_1,212,3,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",1.0,,-88.0,-88.0,-88.0,CW,212-500 um
483,LabQ,LabQ_CW_2,212,3,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",1.0,,-88.0,-88.0,-88.0,CW,212-500 um
484,LabQ,LabQ_CW_3,212,3,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",1.0,,-88.0,-88.0,-88.0,CW,212-500 um
485,LabQ,LabQ_CW_4,212,3,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",1.0,,-88.0,-88.0,-88.0,CW,212-500 um
486,LabQ,LabQ_CW_5,212,3,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",1.0,,-88.0,-88.0,-88.0,CW,212-500 um
487,LabQ,LabQ_CW_6,212,3,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",1.0,,-88.0,-88.0,-88.0,CW,212-500 um
488,LabQ,LabQ_CW_7,212,3,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",1.0,,-88.0,-88.0,-88.0,CW,212-500 um
489,LabQ,LabQ_CW_8,212,3,PCTE,20,47,Glass,-88.0,-88,"on filters, dry",1.0,,-88.0,-88.0,-88.0,CW,212-500 um
589,LabT,LabT_CW_012,1,NA,glass fiber,1,47,Glass,0.0,NA,"on filters, dry",0.1,multiple filters,0.0,0.0,0.0,CW,1-45 um
666,LabRR,LabRR_DW_4,500,200 mm,NA,-88,-88,NA,0.0,Digested 1 time with Fenton's reagent,dry,36.0,"Sample seemed to be digested OK after round 1, so particles were picked immediatly. The 212-500µm fraction was found to contain soft/brittle, suety residue, which may be undigested material.",0.0,0.0,0.0,DW,>500 um
667,LabRR,LabRR_DW_4,212,200 mm,NA,-88,-88,NA,0.0,Digested 1 time with Fenton's reagent,dry,36.0,"Sample seemed to be digested OK after round 1, so particles were picked immediatly. The 212-500µm fraction was found to contain soft/brittle, suety residue, which may be undigested material.",0.0,0.0,0.0,DW,212-500 um
675,LabR,LabR_SD_2,212,3.5 inches,polycarbonate,1,44,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,1-20 um
676,LabR,LabR_SD_3,500,3.5 inches,polycarbonate,20,44,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,>500 um
677,LabR,LabR_SD_3,212,3.5 inches,polycarbonate,20,44,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,212-500 um
678,LabR,LabR_SD_3,212,3.5 inches,polycarbonate,20,44,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,20-212 um
679,LabR,LabR_SD_3,212,3.5 inches,polycarbonate,1,44,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,1-20 um
680,LabR,LabR_SD_4,500,3.5 inches,polycarbonate,20,44,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,>500 um
681,LabR,LabR_SD_4,212,3.5 inches,polycarbonate,20,44,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,212-500 um
682,LabR,LabR_SD_4,212,3.5 inches,polycarbonate,20,44,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,20-212 um
683,LabR,LabR_SD_4,212,3.5 inches,polycarbonate,1,44,Glass,-88.0,-88,"on filters, dry",24.0,"24 hours per sample, not per size fraction",2.0,18.0,-88.0,SD,1-20 um
590,LabR,LabR_DW_1,500,3.5 inches,polycarbonate,20,44,Glass,-88.0,-88,"on filters, dry",1.0,,-88.0,-88.0,-88.0,DW,>500 um
591,LabR,LabR_DW_1,212,3.5 inches,polycarbonate,20,44,Glass,-88.0,Digested 1 time with Fenton's reagent,"on filters, dry",4.5,Let samples soak in the 10% Alcojet detergent step overnight vs. only 3 hours to digest all organic material,4.5,-88.0,-88.0,DW,212-500 um
592,LabR,LabR_DW_2,500,3.5 inches,polycarbonate,20,44,Glass,-88.0,-88,"on filters, dry",1.0,,-88.0,-88.0,-88.0,DW,>500 um
593,LabR,LabR_DW_2,212,3.5 inches,polycarbonate,20,44,Glass,-88.0,Digested 2 times with Fenton's reagent,"on filters, dry",4.5,Let samples soak in the 10% Alcojet detergent step overnight vs. only 3 hours to digest all organic material,4.5,6.0,-88.0,DW,212-500 um
594,LabR,LabR_DW_3,500,3.5 inches,polycarbonate,20,44,Glass,-88.0,-88,"on filters, dry",1.0,,-88.0,-88.0,-88.0,DW,>500 um
595,LabR,LabR_DW_3,212,3.5 inches,polycarbonate,20,44,Glass,-88.0,Digested 1 time with Fenton's reagent,"on filters, dry",5.0,Let samples soak in the 10% Alcojet detergent step overnight vs. only 3 hours to digest all organic material,5.0,-88.0,-88.0,DW,212-500 um
596,LabR,LabR_DW_4,500,3.5 inches,polycarbonate,20,44,Glass,-88.0,-88,"on filters, dry",1.0,,-88.0,-88.0,-88.0,DW,>500 um
597,LabR,LabR_DW_4,212,3.5 inches,polycarbonate,20,44,Glass,-88.0,Digested 1 time with Fenton's reagent,"on filters, dry",5.0,Let samples soak in the 10% Alcojet detergent step overnight vs. only 3 hours to digest all organic material,5.0,-88.0,-88.0,DW,212-500 um
684,LabR,LabR_FT_1,500,3.5 inches,polycarbonate,20,44,Glass,45.0,1,"on filters, dry",51.0,,-88.0,-88.0,48.0,FT,>500 um
685,LabR,LabR_FT_1,212,3.5 inches,polycarbonate,20,44,Glass,45.0,1,"on filters, dry",51.0,,-88.0,-88.0,48.0,FT,212-500 um
686,LabR,LabR_FT_1,212,3.5 inches,polycarbonate,20,44,Glass,45.0,1,"on filters, dry",51.0,Detergent soak for 12 hours following digestion,-88.0,-88.0,48.0,FT,20-212 um
687,LabR,LabR_FT_1,213,3.5 inches,polycarbonate,10,44,Glass,45.0,1,"on filters, dry",51.0,Detergent soak for 12 hours following digestion,-88.0,-88.0,48.0,FT,10-20 um
688,LabR,LabR_FT_1,214,3.5 inches,polycarbonate,1,44,Glass,45.0,1,"on filters, dry",51.0,Detergent soak for 12 hours following digestion,-88.0,-88.0,48.0,FT,1-20 um
502,LabQQ,LabQQ_CW_1,212,1.85 inches,polycarbonate,20,47,Glass,0.0,NR,"on filters, dry",0.5,no particles,0.0,0.0,0.0,CW,212-500 um
344,LabL,LabL_CW_1,500,730000,GF/A,2,47000,glass and stainless steel clamp,-88.0,-88,GF/A in petri dishes,4.0,"4 h for all cw samples, every samples < 125 um was discarded. All units on this sheet are in um",-88.0,-88.0,-88.0,CW,>500 um
598,LabRR,LabRR_DW_1,500,200 mm,NA,-88,-88,NA,0.0,Digested 1 time with Fenton's reagent,dry,36.0,"Sample seemed to be digested OK after round 1, so particles were picked immediatly. The 212-500µm fraction was found to contain soft/brittle, suety residue, which may be undigested material.",0.0,0.0,0.0,DW,>500 um
599,LabRR,LabRR_DW_1,212,200 mm,NA,-88,-88,NA,0.0,Digested 1 time with Fenton's reagent,dry,36.0,"Sample seemed to be digested OK after round 1, so particles were picked immediatly. The 212-500µm fraction was found to contain soft/brittle, suety residue, which may be undigested material.",0.0,0.0,0.0,DW,212-500 um
689,LabR,LabR_FT_2,500,3.5 inches,polycarbonate,20,44,Glass,45.0,1,"on filters, dry",51.0,,-88.0,-88.0,48.0,FT,>500 um
690,LabR,LabR_FT_2,212,3.5 inches,polycarbonate,20,44,Glass,45.0,1,"on filters, dry",51.0,,-88.0,-88.0,48.0,FT,212-500 um
691,LabR,LabR_FT_2,212,3.5 inches,polycarbonate,20,44,Glass,45.0,1,"on filters, dry",51.0,Detergent soak for 12 hours following digestion,-88.0,-88.0,48.0,FT,20-212 um
692,LabR,LabR_FT_2,213,3.5 inches,polycarbonate,10,44,Glass,45.0,1,"on filters, dry",51.0,Detergent soak for 12 hours following digestion,-88.0,-88.0,48.0,FT,10-20 um
693,LabR,LabR_FT_2,214,3.5 inches,polycarbonate,1,44,Glass,45.0,1,"on filters, dry",51.0,Detergent soak for 12 hours following digestion,-88.0,-88.0,48.0,FT,1-20 um
694,LabR,LabR_FT_3,500,3.5 inches,polycarbonate,20,44,Glass,45.0,1,"on filters, dry",51.0,,-88.0,-88.0,48.0,FT,>500 um
695,LabR,LabR_FT_3,212,3.5 inches,polycarbonate,20,44,Glass,45.0,1,"on filters, dry",51.0,,-88.0,-88.0,48.0,FT,212-500 um
696,LabR,LabR_FT_3,212,3.5 inches,polycarbonate,20,44,Glass,45.0,1,"on filters, dry",51.0,Detergent soak for 12 hours following digestion,-88.0,-88.0,48.0,FT,20-212 um
697,LabR,LabR_FT_3,213,3.5 inches,polycarbonate,10,44,Glass,45.0,1,"on filters, dry",51.0,Detergent soak for 12 hours following digestion,-88.0,-88.0,48.0,FT,10-20 um
698,LabR,LabR_FT_3,214,3.5 inches,polycarbonate,1,44,Glass,45.0,1,"on filters, dry",51.0,Detergent soak for 12 hours following digestion,-88.0,-88.0,48.0,FT,1-20 um
699,LabR,LabR_FT_4,212,3.5 inches,polycarbonate,20,44,Glass,45.0,1,"on filters, dry",51.0,,-88.0,-88.0,48.0,FT,212-500 um
700,LabR,LabR_FT_4,212,3.5 inches,polycarbonate,20,44,Glass,45.0,1,"on filters, dry",51.0,Detergent soak for 12 hours following digestion,-88.0,-88.0,48.0,FT,20-212 um
503,LabQQ,LabQQ_CW_2,212,1.85 inches,polycarbonate,20,47,Glass,0.0,NR,"on filters, dry",0.5,no particles,0.0,0.0,0.0,CW,212-500 um
504,LabQQ,LabQQ_CW_3,212,1.85 inches,polycarbonate,20,47,Glass,0.0,NR,"on filters, dry",0.5,no particles,0.0,0.0,0.0,CW,212-500 um
505,LabQQ,LabQQ_CW_4,212,1.85 inches,polycarbonate,20,47,Glass,0.0,NR,"on filters, dry",0.5,no particles,0.0,0.0,0.0,CW,212-500 um
701,LabR,LabR_FT_4,213,3.5 inches,polycarbonate,10,44,Glass,45.0,1,"on filters, dry",51.0,Detergent soak for 12 hours following digestion,-88.0,-88.0,48.0,FT,10-20 um
702,LabR,LabR_FT_4,214,3.5 inches,polycarbonate,1,44,Glass,45.0,1,"on filters, dry",51.0,Detergent soak for 12 hours following digestion,-88.0,-88.0,48.0,FT,1-20 um
733,LabQ,LabQ_SD_1,212,3 inches,PCTE,1,47,Glass,-88.0,-88,"on filters, dry",138.08333333,Multiple days of vacuum filtration required,4.0,24.0,-88.0,SD,1-20 um
600,LabWW,LabWW_CW_1,500,3 inches,Stainless-steel,500,25,Metal,0.0,not applicable,"on filters, dry",3.0,Specially constructed metal holders to support the sieves and collect the sample that passed through,1.0,1.0,0.0,CW,>500 um
601,LabWW,LabWW_CW_2,500,3 inches,Stainless-steel,500,25,Metal,0.0,not applicable,"on filters, dry",4.0,Specially constructed metal holders to support the sieves and collect the sample that passed through,1.0,1.0,0.0,CW,>500 um
602,LabWW,LabWW_CW_3,500,3 inches,Stainless-steel,500,25,Metal,0.0,not applicable,"on filters, dry",5.0,Specially constructed metal holders to support the sieves and collect the sample that passed through,1.0,1.0,0.0,CW,>500 um
603,LabWW,LabWW_CW_4,500,3 inches,Stainless-steel,500,25,Metal,0.0,not applicable,"on filters, dry",6.0,Specially constructed metal holders to support the sieves and collect the sample that passed through,1.0,1.0,0.0,CW,>500 um
604,LabWW,LabWW_CW_1,500,3 inches,Stainless-steel,212,25,Metal,0.0,not applicable,"on filters, dry",7.0,Specially constructed metal holders to support the sieves and collect the sample that passed through,1.0,1.0,0.0,CW,212-500 um
605,LabWW,LabWW_CW_2,212,3 inches,Stainless-steel,212,25,Metal,0.0,not applicable,"on filters, dry",8.0,Specially constructed metal holders to support the sieves and collect the sample that passed through,1.0,1.0,0.0,CW,212-500 um
606,LabWW,LabWW_CW_3,212,3 inches,Stainless-steel,212,25,Metal,0.0,not applicable,"on filters, dry",9.0,Specially constructed metal holders to support the sieves and collect the sample that passed through,1.0,1.0,0.0,CW,212-500 um
607,LabWW,LabWW_CW_4,212,3 inches,Stainless-steel,212,25,Metal,0.0,not applicable,"on filters, dry",10.0,Specially constructed metal holders to support the sieves and collect the sample that passed through,1.0,1.0,0.0,CW,212-500 um
506,LabJJ,LabJJ_CW_1,212,8,polycarbonate,20,47,Glass,0.0,0,"Wet until vacuumed, then on filters, dry",20.0,"Time for the initial sample included gathering materials, filtering water, cleaning, going over the protocol and attempting to filter the sample down to the 1 micron size fraction.  This time includes two people working together.",0.0,0.0,0.0,CW,212-500 um
507,LabJJ,LabJJ_CW_2,212,8,polycarbonate,20,47,Glass,0.0,0,"Wet until vacuumed, then on filters, dry",2.0,"These times include sieving, vacuuming, cleaning, filtering water, etc. with two people.",0.0,0.0,0.0,CW,212-500 um
508,LabJJ,LabJJ_CW_3,212,8,polycarbonate,20,47,Glass,0.0,0,"Wet until vacuumed, then on filters, dry",2.0,,0.0,0.0,0.0,CW,212-500 um
509,LabJJ,LabJJ_CW_4,212,8,polycarbonate,20,47,Glass,0.0,0,"Wet until vacuumed, then on filters, dry",2.0,,0.0,0.0,0.0,CW,212-500 um
510,LabJJ,LabJJ_CW_1,500,8,polycarbonate,20,47,Glass,0.0,0,"Wet until vacuumed, then on filters, dry",20.0,"Time for the initial sample included gathering materials, filtering water, cleaning, going over the protocol and attempting to filter the sample down to the 1 micron size fraction.  This time includes two people working together.",0.0,0.0,0.0,CW,>500 um
511,LabJJ,LabJJ_CW_2,500,8,polycarbonate,20,47,Glass,0.0,0,"Wet until vacuumed, then on filters, dry",2.0,"These times include sieving, vacuuming, cleaning, filtering water, etc. with two people.",0.0,0.0,0.0,CW,>500 um
512,LabJJ,LabJJ_CW_3,500,8,polycarbonate,20,47,Glass,0.0,0,"Wet until vacuumed, then on filters, dry",2.0,,0.0,0.0,0.0,CW,>500 um
513,LabJJ,LabJJ_CW_4,500,8,polycarbonate,20,47,Glass,0.0,0,"Wet until vacuumed, then on filters, dry",2.0,,0.0,0.0,0.0,CW,>500 um
608,LabWW,LabWW_CW_1,20,3 inches,Ni-mesh,26,25,Metal,0.0,not applicable,"on filters, dry",11.0,Specially constructed metal holders to support the sieves and collect the sample that passed through,1.0,1.0,0.0,CW,20-212 um
609,LabWW,LabWW_CW_2,20,3 inches,Ni-mesh,26,25,Metal,0.0,not applicable,"on filters, dry",12.0,Actual size fraction is 26-212 um. Specially constructed metal holders to support the sieves and collect the sample that passed through,1.0,1.0,0.0,CW,20-212 um
610,LabWW,LabWW_CW_3,20,3 inches,Ni-mesh,26,25,Metal,0.0,not applicable,"on filters, dry",13.0,Actual size fraction is 26-212 um. Specially constructed metal holders to support the sieves and collect the sample that passed through,1.0,1.0,0.0,CW,20-212 um
514,LabJ,LabJ_CW_1,500,8,PCTE,500,44,Glass,0.0,0,Dry,0.1,,0.4,0.4,0.0,CW,>500 um
515,LabJ,LabJ_CW_1,212,8,PCTE,212,44,Glass,0.0,0,Dry,1.1,,0.4,0.4,0.0,CW,212-500 um
516,LabJ,LabJ_CW_1,212,8,PCTE,20,44,Glass,0.0,0,Dry,20.0,Each filter can only filter 30-50mL of samples,0.4,0.4,0.0,CW,20-212 um
517,LabJ,LabJ_CW_2,500,8,PCTE,500,44,Glass,0.0,0,Dry,0.1,,0.4,0.4,0.0,CW,>500 um
518,LabJ,LabJ_CW_2,212,8,PCTE,212,44,Glass,0.0,0,Dry,1.1,,0.4,0.4,0.0,CW,212-500 um
519,LabJ,LabJ_CW_2,212,8,PCTE,20,44,Glass,0.0,0,Dry,15.0,Each filter can only filter 30-50mL of samples,0.4,0.4,0.0,CW,20-212 um
520,LabJ,LabJ_CW_3,500,8,PCTE,500,44,Glass,0.0,0,Dry,0.1,,0.4,0.4,0.0,CW,>500 um
521,LabJ,LabJ_CW_3,212,8,PCTE,212,44,Glass,0.0,0,Dry,1.1,,0.4,0.4,0.0,CW,212-500 um
522,LabJ,LabJ_CW_3,212,8,PCTE,20,44,Glass,0.0,0,Dry,15.0,Each filter can only filter 30-50mL of samples,0.4,0.4,0.0,CW,20-212 um
523,LabJ,LabJ_CW_4,500,8,PCTE,500,44,Glass,0.0,0,Dry,0.1,,0.4,0.4,0.0,CW,>500 um
524,LabJ,LabJ_CW_4,212,9,PCTE,212,44,Glass,0.0,0,Dry,1.1,,0.4,0.4,0.0,CW,212-500 um
